intron	logef	B	MO	deltapsi
chr15:40288918:40289272:clu_1381_-	-2.20326724049585	0.972685601539048	0.917335039279275	-0.0553505622597731
chr1:19187540:19192188:clu_15788_-	-0.240314485249024	0.434524974027691	0.353715628365492	-0.0808093456621987
chr1:19187540:19192481:clu_15788_-	0.205379885058452	0.201388401642607	0.255997996991031	0.0546095953484239
chr1:19192378:19192481:clu_15788_-	0.0349346001905723	0.364086624329702	0.390286374643477	0.0261997503137749
chr1:150151058:150152761:clu_8030_+	1.48323917625839	0.000745653491810829	0.00471706572992234	0.00397141223811151
chr1:150151058:150156066:clu_8030_+	-0.261065612833676	0.19297670566329	0.213352539011921	0.0203758333486317
chr1:150151058:150156911:clu_8030_+	0.329905625958959	0.00792792895131831	0.0158273506726669	0.00789942172134863
chr1:150151058:150158819:clu_8030_+	-1.21437785992575	0.00471719706043884	0.00201028993444244	-0.0027069071259964
chr1:150156206:150156859:clu_8030_+	0.725532793542031	0.00170019762031617	0.00504157897950632	0.00334138135919015
chr1:150156206:150156911:clu_8030_+	-0.404358054295178	0.257620553417257	0.246798388485535	-0.0108221649317214
chr1:150156206:150157385:clu_8030_+	0.543065168920328	0.00562563241928741	0.0138993291766121	0.00827369675732468
chr1:150156206:150158819:clu_8030_+	-0.569154659938609	0.0103250203837668	0.00838846452010087	-0.00193655586366591
chr1:150157015:150157385:clu_8030_+	-0.347024506361454	0.207528248917139	0.210541966892777	0.00301371797563829
chr1:150157015:150158819:clu_8030_+	-0.170717326847113	0.0445845297573438	0.0539529107557684	0.00936838099842452
chr1:150157015:150164196:clu_8030_+	0.724488258681707	0.00172074897311229	0.00509719272306136	0.00337644374994907
chr1:150157486:150158819:clu_8030_+	-0.569657895191304	0.244911707818323	0.198876078900341	-0.0460356289179816
chr1:150160810:150164196:clu_8030_+	-0.269875107968335	0.019615875526597	0.0214968442173435	0.00188096869074658
chr11:43389821:43391465:clu_21773_+	-0.286960340539715	0.467777370329768	0.43567050071071	-0.0321068696190577
chr11:43389821:43391821:clu_21773_+	0.576146259711058	0.0545468729173396	0.120429043977024	0.0658821710596844
chr11:43391576:43391821:clu_21773_+	-0.289185919171343	0.477675756752893	0.443900455312266	-0.0337753014406268
chr17:48936242:48936855:clu_11392_-	-0.694535412177518	0.329221876562426	0.0650329022595425	-0.264188974302883
chr17:48936242:48937020:clu_11392_-	1.38907127124853	0.577586214395667	0.916558425549629	0.338972211153962
chr17:48936933:48937020:clu_11392_-	-0.694535859071009	0.0931919090419074	0.0184086721908286	-0.0747832368510788
chr3:196055301:196058284:clu_2566_-	-0.533648200151642	0.427932167364078	0.422732195819375	-0.0051999715447032
chr3:196055301:196058574:clu_2566_-	1.06729704012971	0.00310816323244705	0.015222146403466	0.012113983171019
chr3:196058365:196058574:clu_2566_-	-0.533648839978067	0.568959669403475	0.562045657777159	-0.00691401162631577
chr1:27348012:27349080:clu_7587_+	0.3467153097979	0.741897633115204	0.851862674533377	0.109965041418173
chr1:27348012:27349116:clu_7587_+	-0.3467153097979	0.258102366884796	0.148137325466622	-0.109965041418174
chr19:18571887:18573293:clu_15200_+	-0.703687616896087	0.437651145583675	0.263305901674165	-0.17434524390951
chr19:18571909:18573293:clu_15200_+	-0.0268116153095751	0.442577557931106	0.523944667091412	0.0813671091603055
chr19:18572607:18573293:clu_15200_+	0.384982298992926	0.101153874068144	0.180766679785609	0.0796128057174643
chr19:18572960:18573293:clu_15200_+	0.345516933212736	0.0186174224170741	0.0319827514488145	0.0133653290317404
chr17:2292630:2292871:clu_10957_-	0.484948390352697	0.500009643754485	0.725106612626759	0.225096968872274
chr17:2292977:2297243:clu_10957_-	-0.484948390352697	0.499990356245515	0.274893387373241	-0.225096968872274
chr3:17308134:17372075:clu_1992_-	-1.9528930809578	0.921455400268398	0.514350236285985	-0.407105163982413
chr3:17337636:17340655:clu_1992_-	1.9228625853994	0.00690963890335327	0.185977015917627	0.179067377014274
chr3:17337636:17372075:clu_1992_-	0.541273562482283	0.0296821617817191	0.200670236325826	0.170988074544107
chr3:17340695:17372075:clu_1992_-	-0.511243066923879	0.0419527990465297	0.0990025114705627	0.057049712424033
chr2:127076706:127081832:clu_7030_-	-3.3679620745507	0.974657194297526	0.0436745293185861	-0.93098266497894
chr2:127076706:127106860:clu_7030_-	3.3679620745507	0.0253428057024744	0.956325470681414	0.930982664978939
chr1:198293039:198297127:clu_8308_+	0.27327071645171	0.407302223829925	0.332522817651896	-0.0747794061780286
chr1:198293039:198319412:clu_8308_+	-0.98617717216196	0.0807108987170568	0.0187010325233243	-0.0620098661937325
chr1:198297240:198319412:clu_8308_+	0.712906455710251	0.511986877453018	0.648776149824779	0.136789272371761
chr15:40091888:40104180:clu_1379_-	0.0495206811635209	0.305144758615604	0.314432867266566	0.00928810865096191
chr15:40091888:40105795:clu_1379_-	0.319955754669004	0.319081506965101	0.430895656153096	0.111814149187995
chr15:40104340:40105795:clu_1379_-	-0.369476435832524	0.375773734419295	0.254671476580338	-0.121102257838957
chr16:4355372:4357168:clu_13742_-	-0.423142815580402	0.243539540693503	0.24742845109359	0.00388891040008615
chr16:4355372:4357968:clu_13742_-	1.26075061166889	0.00125239459804312	0.00685372955047412	0.005601334952431
chr16:4355372:4359296:clu_13742_-	0.112969081719502	0.00122497481929653	0.00212734415261187	0.000902369333315344
chr16:4357259:4357968:clu_13742_-	-0.420218336080241	0.273558849551004	0.278741098841044	0.00518224929004041
chr16:4358103:4358367:clu_13742_-	-0.531626170817787	0.207985573954645	0.189583110398839	-0.0184024635558068
chr16:4358122:4358367:clu_13742_-	1.38163972383699	0.000488414988372267	0.00301631181135801	0.00252789682298574
chr16:4358483:4359296:clu_13742_-	-0.412010355560731	0.255672027934416	0.262662537755744	0.00699050982132859
chr16:4359069:4359296:clu_13742_-	-0.96836173918622	0.0162782234607195	0.00958741639633906	-0.0066908070643804
chr19:10149657:10149853:clu_4261_-	-0.177244269814104	0.504703814861166	0.423904440369668	-0.0807993744914985
chr19:10149657:10151398:clu_4261_-	0.0118790972401412	0.0587724118758956	0.0596403421873819	0.00086793031148627
chr19:10149968:10151398:clu_4261_-	0.165365172573963	0.436523773262938	0.51645521744295	0.0799314441800123
chr4:139378854:139384832:clu_22644_+	-0.234610332620607	0.928053871154435	0.889726600035956	-0.0383272711184796
chr4:139378854:139384835:clu_22644_+	0.234610332620607	0.0719461288455646	0.110273399964044	0.0383272711184796
chr8:22608065:22613017:clu_12223_+	-0.175422875536599	0.318333507473208	0.275758570682716	-0.0425749367904924
chr8:22608065:22614092:clu_12223_+	-0.174730371841135	0.458833321539891	0.397742835331144	-0.0610904862087469
chr8:22613136:22614092:clu_12223_+	0.350153247377734	0.222833170986901	0.326498593986141	0.103665422999239
chr1:226939591:226961377:clu_8457_+	1.25614701910148	0.00639408153844563	0.0391549548411697	0.032760873302724
chr1:226940399:226961377:clu_8457_+	-0.595995412791138	0.460497099117784	0.44244594391332	-0.0180511552044635
chr1:226940399:226965000:clu_8457_+	-0.0231568652801963	0.034242851839847	0.0583423430206845	0.0240994911808375
chr1:226961562:226965000:clu_8457_+	-0.636994741030145	0.498865967503924	0.460056758224826	-0.0388092092790981
chr19:35904634:35907218:clu_4423_-	-0.288273649035536	0.195669637797726	0.281055886054564	0.0853862482568381
chr19:35904634:35907446:clu_4423_-	0.397693983878194	0.00130485129858812	0.00372170738097214	0.00241685608238402
chr19:35907261:35907446:clu_4423_-	3.14723288722694	0.000998190462246817	0.0445147758634097	0.0435165854011629
chr19:35907264:35907446:clu_4423_-	-0.756344597291599	0.219013362436572	0.19699682502937	-0.022016537407202
chr19:35907264:35907730:clu_4423_-	-0.426586331676411	0.00174571233160979	0.00218360202717543	0.000437889695565636
chr19:35907580:35907730:clu_4423_-	-0.735697393525229	0.239422755984673	0.219847234159992	-0.0195755218246814
chr19:35907580:35908168:clu_4423_-	1.62078092219796	0.00135899826624077	0.0131698252550175	0.0118108269887767
chr19:35907580:35908175:clu_4423_-	-0.938112831204492	0.0198396791946294	0.0148792937694229	-0.00496038542520646
chr19:35907762:35908168:clu_4423_-	-1.01093564396535	0.268250657597899	0.187051813240684	-0.0811988443572151
chr19:35907762:35908175:clu_4423_-	-1.00975734660447	0.0523961546298146	0.0365790372193922	-0.0158171174104223
chr14:31150221:31156840:clu_9245_-	-0.768611487552138	0.990247711008431	0.956195679514185	-0.0340520314942461
chr14:31152695:31156840:clu_9245_-	0.768611487552138	0.00975228899156855	0.0438043204858146	0.034052031494246
chr3:33603125:33604154:clu_2035_-	-0.0305575793925021	0.449261082091979	0.445805888832322	-0.0034551932596576
chr3:33603125:33606591:clu_2035_-	0.0527663748300347	0.0399081741495284	0.0430423519544956	0.00313417780496727
chr3:33604209:33606591:clu_2035_-	-0.0222087954375326	0.510830743758492	0.511151759213183	0.000321015454690321
chr7:155745602:155763809:clu_23299_+	-0.304520126072685	0.0981813638294641	0.0644331646381048	-0.0337481991913593
chr7:155745602:155763812:clu_23299_+	0.615649207041318	0.209346053106365	0.344801894090198	0.135455840983833
chr7:155745602:155766467:clu_23299_+	-0.508727275674284	0.291454231133384	0.155942584600771	-0.135511646532613
chr7:155764018:155766467:clu_23299_+	0.197598194705651	0.401018351930787	0.434822356670926	0.0338040047401388
chrX:3655412:3670179:clu_22_-	-0.276803964910804	0.197798113230762	0.108778911514345	-0.0890192017164163
chrX:3655412:3674598:clu_22_-	0.854387474771647	0.392140104813816	0.668396281304362	0.276256176490546
chrX:3659671:3670179:clu_22_-	-0.28878448618772	0.0693929165147729	0.0377080983144398	-0.0316848182003331
chrX:3670405:3674598:clu_22_-	-0.288799023673123	0.34066886544065	0.185116708866853	-0.155552156573797
chr9:104824578:104825683:clu_5656_-	-0.0230016710856208	0.401881417317971	0.44923860303955	0.0473571857215787
chr9:104824578:104826948:clu_5656_-	-0.292241490637665	0.159045259248044	0.135822119489103	-0.0232231397589417
chr9:104825887:104826948:clu_5656_-	-0.223759619874077	0.426267356435983	0.389828107149635	-0.0364392492863475
chr9:104825964:104826948:clu_5656_-	0.539002781597363	0.0128059669980015	0.0251111703217119	0.0123052033237104
chr3:5188314:5192270:clu_10237_+	0.20209939875386	0.036342379835319	0.0300014827574621	-0.0063408970778569
chr3:5188314:5195209:clu_10237_+	0.574540839221099	0.715833732293083	0.857611860264783	0.1417781279717
chr3:5192357:5195209:clu_10237_+	-0.375276171531776	0.0416104786847854	0.0192832860618248	-0.0223271926229606
chr3:5194965:5195209:clu_10237_+	-0.401364066443183	0.206213409186812	0.0931033709159299	-0.113110038270882
chr3:47008405:47008520:clu_10432_+	0.718308893757462	0.00896565634745178	0.036659649851398	0.0276939935039462
chr3:47008441:47008520:clu_10432_+	-0.718308893757462	0.991034343652548	0.963340350148602	-0.0276939935039463
chr14:22766764:22767248:clu_19117_+	0.278731513342222	0.115223779533876	0.14395819504298	0.0287344155091041
chr14:22766764:22767958:clu_19117_+	-0.43601865863912	0.0104217403843373	0.00637121807931727	-0.00405052230502001
chr14:22767409:22767958:clu_19117_+	-0.0698573879203152	0.334114772838351	0.294577599058544	-0.0395371737798068
chr14:22768171:22769777:clu_19117_+	0.0500706382110277	0.0148888890658016	0.0147996148689957	-8.92741968059399e-05
chr14:22768171:22769791:clu_19117_+	0.173922642950442	0.194724699433818	0.219077312267754	0.0243526128339366
chr14:22768171:22770193:clu_19117_+	-0.427295610773785	0.0248525279372605	0.0153264355291562	-0.00952609240810434
chr14:22769932:22770193:clu_19117_+	0.376451159450957	0.00198602503384029	0.00273601262871796	0.000749987594877669
chr14:22769934:22770193:clu_19117_+	0.0539957033785709	0.303787565772716	0.303153612524535	-0.000633953248181329
chr15:61863528:61868659:clu_1559_-	0.160605133572789	0.890333260051827	0.917991104617704	0.0276578445658773
chr15:61867947:61868659:clu_1559_-	-0.160605133572789	0.109666739948173	0.082008895382296	-0.0276578445658772
chr19:18573403:18573662:clu_15201_+	-0.580635603007261	0.513660151919944	0.513154992864073	-0.000505159055871673
chr19:18573403:18574870:clu_15201_+	1.16127120601515	0.000209085089937682	0.00119232942554598	0.000983244335608302
chr19:18573748:18574870:clu_15201_+	-0.580635603007894	0.486130762990118	0.485652677710381	-0.000478085279736806
chr1:53952472:53957164:clu_7783_+	-0.568539573728732	0.240652725727293	0.0922737252183858	-0.148379000508907
chr1:53952472:53958149:clu_7783_+	0.568539573728732	0.759347274272707	0.907726274781614	0.148379000508907
chr4:143526460:143527868:clu_22657_+	-0.032628815500428	0.50061284821773	0.532894030789761	0.0322811825720316
chr4:143526460:143528583:clu_22657_+	0.249644754764947	0.0475459524666648	0.06711850427519	0.0195725518085252
chr4:143528023:143528583:clu_22657_+	-0.217015939264519	0.451841199315605	0.399987464935049	-0.0518537343805569
chr19:42199829:42202051:clu_4480_-	-0.0602998729128086	0.0667509211388733	0.0755706172473861	0.0088196961085128
chr19:42199829:42209700:clu_4480_-	-0.238223479413262	0.873707484885392	0.827924095034639	-0.0457833898507525
chr19:42202072:42209700:clu_4480_-	0.298523352326071	0.0595415939757351	0.0965052877179749	0.0369636937422397
chr14:45237721:45241833:clu_9288_-	0.306317565260041	0.0360018906174448	0.0493880820575254	0.0133861914400806
chr14:45237721:45242034:clu_9288_-	0.0861763237429591	0.250681645031359	0.275939112102908	0.0252574670715487
chr14:45237721:45242761:clu_9288_-	-0.31044654931382	0.280250743711293	0.207484842348588	-0.0727659013627046
chr14:45241870:45242034:clu_9288_-	-0.159696393302495	0.0236940003164124	0.0203961384912292	-0.00329786182518321
chr14:45242518:45242761:clu_9288_-	0.0776490536133152	0.409371720323491	0.446791824999749	0.0374201046762585
chr9:35706551:35706768:clu_5491_-	-0.283594799393312	0.499683259128361	0.431267206997797	-0.0684160521305633
chr9:35706551:35707072:clu_5491_-	0.366351540328866	0.0683332912132351	0.112967127090983	0.0446338358777481
chr9:35706900:35707072:clu_5491_-	-0.082756740935554	0.431983449658404	0.455765665911219	0.0237822162528153
chr3:38190839:38191066:clu_10357_+	-0.0500023463017421	0.0365498547194353	0.0405021293729683	0.00395227465353298
chr3:38190839:38193282:clu_10357_+	0.0973155914309705	0.194172859533033	0.249321709130154	0.0551488495971208
chr3:38190839:38198722:clu_10357_+	-0.515817629515778	0.629120815142158	0.437547542509767	-0.191573272632391
chr3:38191188:38198722:clu_10357_+	-0.146443650098208	0.0255655858356262	0.0257255118498621	0.000159926014235916
chr3:38193418:38198722:clu_10357_+	0.614948034484757	0.114590884769748	0.246903107137249	0.132312222367502
chr4:145144001:145144311:clu_21013_-	-0.21662130917898	0.290037381416654	0.297236533889183	0.00719915247252895
chr4:145144001:145146267:clu_21013_-	1.01959845511547	0.0293745054617882	0.103633985085872	0.0742594796240839
chr4:145144434:145146267:clu_21013_-	-0.572598457786891	0.281539725600109	0.202110550273314	-0.0794291753267952
chr4:145144434:145150513:clu_21013_-	0.0271364512581174	0.0137425809786085	0.0179712865016684	0.00422870552305991
chr4:145146429:145150513:clu_21013_-	-0.257515139407715	0.38530580654284	0.379047644249963	-0.00625816229287746
chr16:28845055:28845314:clu_13919_-	0.449749704617296	0.30370575778067	0.428425014915647	0.124719257134977
chr16:28845055:28845912:clu_13919_-	-0.612261059828936	0.289859347769213	0.141378604608556	-0.148480743160657
chr16:28845480:28845912:clu_13919_-	0.162511355211641	0.406434894450117	0.430196380475797	0.0237614860256801
chr16:11668540:11675975:clu_2718_+	0.309595443270641	0.946954524359145	0.970724519042069	0.0237699946829242
chr16:11670707:11675975:clu_2718_+	-0.309595443270641	0.0530454756408546	0.0292754809579306	-0.0237699946829241
chr21:36360044:36360184:clu_5304_+	-0.11662178402152	0.419658448321738	0.364144812832285	-0.0555136354894536
chr21:36360077:36360184:clu_5304_+	0.11662178402152	0.580341551678262	0.635855187167715	0.0555136354894536
chr4:83482244:83483992:clu_20919_-	1.38207901662862	0.0288335171607209	0.190951357464596	0.162117840303875
chr4:83482244:83484986:clu_20919_-	-0.691040912533827	0.6804706724377	0.566878512333182	-0.113592160104518
chr4:83484166:83484986:clu_20919_-	-0.691038104094793	0.290695810401579	0.242170130202222	-0.048525680199357
chr12:65240238:65240637:clu_6269_+	-1.09324631484494	0.0834955549651451	0.0215222374535829	-0.0619733175115622
chr12:65240238:65240659:clu_6269_+	0.747102500774544	0.0314851985890369	0.0511191748879065	0.0196339762988697
chr12:65240238:65240909:clu_6269_+	0.409083506478104	0.66141277050938	0.765861415971029	0.104448645461649
chr12:65240809:65240909:clu_6269_+	-0.0629396924077041	0.223606475936438	0.161497171687481	-0.0621093042489567
chr3:49116351:49116451:clu_2134_-	0.102735443628512	0.875485822211522	0.896212336965045	0.0207265147535236
chr3:49116351:49116485:clu_2134_-	-0.102735443628512	0.124514177788478	0.103787663034955	-0.0207265147535237
chr10:128073471:128076603:clu_17284_+	-0.086258098883998	0.592526672219116	0.533074046487649	-0.059452625731467
chr10:128073471:128077617:clu_17284_+	-0.0871054566983069	0.0311594792400941	0.0280092720698013	-0.0031502071702928
chr10:128076728:128077617:clu_17284_+	0.173363555582305	0.376313848540789	0.438916681442549	0.0626028329017599
chr12:96283640:96286043:clu_14615_-	0.749671327416454	0.0255388785539959	0.10504919113259	0.0795103125785943
chr12:96283645:96286043:clu_14615_-	-0.749671327416454	0.974461121446004	0.89495080886741	-0.0795103125785942
chr1:116401655:116403884:clu_7960_+	-0.0542798251542582	0.541218995159559	0.557334108261976	0.0161151131024162
chr1:116401655:116404416:clu_7960_+	0.18049956521064	0.00877377416350977	0.0114259530927293	0.00265217892921956
chr1:116403975:116404416:clu_7960_+	-0.126219740056382	0.450007230676931	0.431239938645295	-0.0187672920316357
