ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
19224	"XLOC_007295"	"AP1B1"	chr11	+	5023096	5023217	5019280	5019502	5024371	5024467	19224	75	23	182	0	97	49	3.04156699826e-12	2.62017171596e-09	0.622	1.0	-0.378
15582	"XLOC_035867"	"CTSS"	chr3	+	95529436	95529560	95526777	95526925	95538720	95538843	15582	745	5	6898	0	97	49	6.00153260422e-12	4.73921024647e-09	0.987	1.0	-0.013
5386	"XLOC_020146"	"SHARPIN"	chr15	-	76350054	76350263	76348300	76348435	76350480	76351126	5386	0	13	91	13	97	49	1.28703048219e-10	9.38146219172e-08	0.0	0.78	-0.78
7209	"XLOC_050250"	"RPS19"	chr7	+	24886106	24886187	24885451	24885552	24888281	24888465	7209	78	134	98	520	97	49	6.95835500331e-10	4.70981228653e-07	0.227	0.087	0.14
5031	"XLOC_048441"	"NUP210"	chr6	-	91020142	91020289	91018736	91018987	91021396	91021520	5031	148	14	614	0	97	49	7.52292339534e-10	4.75248147295e-07	0.842	1.0	-0.158
13909	"XLOC_055538"	"ADCY7"	chr8	+	88325778	88325893	88325366	88325513	88326095	88326200	13909	22	194	18	1426	97	49	1.53032297945e-09	9.06333784579e-07	0.054	0.006	0.048
1561	"XLOC_007850"	"GRAP"	chr11	+	61669009	61669176	61664184	61664307	61669835	61669880	1561	2	76	0	1071	97	49	1.93831177775e-08	1.08043778859e-05	0.013	0.0	0.013
16826	"XLOC_042788"	"TMEM243"	chr5	+	9116479	9116530	9101337	9101395	9117458	9117563	16826	278	2	3837	0	97	49	1.05104567605e-07	5.53317157014e-05	0.986	1.0	-0.014
7706	"XLOC_002274"	"PRRC2C"	chr1	-	162674098	162674151	162671784	162673656	162675604	162675841	7706	21	5	18	60	97	49	2.11517953708e-07	0.000105491796281	0.68	0.132	0.548
11081	"XLOC_048485"	"FOXP1"	chr6	-	99266346	99266397	99260344	99260419	99308343	99308438	11081	78	11	367	227	97	49	3.36681103663e-07	0.000159519506916	0.782	0.45	0.332
12049	"XLOC_037121"	"PRPF38B"	chr3	-	108905917	108905988	108905110	108905334	108907786	108907847	12049	11	26	2	132	97	49	5.15410516044e-07	0.000226864406242	0.176	0.008	0.168
1638	"XLOC_056816"	"SF3B3"	chr8	-	110829518	110829676	110826094	110826246	110831483	110831556	1638	16	73	15	511	97	49	5.26700816517e-07	0.000226864406242	0.1	0.015	0.085
16125	"XLOC_039979"	"GNB1"	chr4	+	155515634	155515679	155491360	155491580	155527412	155527509	16125	12	95	139	264	93	49	5.76634179072e-07	0.000237573281778	0.062	0.217	-0.155
10763	"XLOC_042979"	"ADD1"	chr5	+	34617435	34617480	34616562	34616814	34619349	34619451	10763	10	165	103	394	93	49	7.0905134375e-07	0.000248850760495	0.031	0.121	-0.09
11267	"XLOC_014088"	"SYK"	chr13	+	52596957	52597054	52583436	52583605	52610795	52611252	11267	58	341	141	359	97	49	6.87782508169e-07	0.000248850760495	0.079	0.166	-0.087
15402	"XLOC_031072"	"TRP53I11"	chr2	+	93189088	93189223	93187560	93187747	93196896	93196979	15402	28	99	62	56	97	49	6.86039336673e-07	0.000248850760495	0.125	0.359	-0.234
346	"XLOC_028128"	"CPSF7"	chr19	+	10532130	10532196	10531780	10531999	10532819	10532923	346	25	0	29	30	97	49	6.60745956171e-07	0.000248850760495	1.0	0.328	0.672
16286	"XLOC_008931"	"UQCR10"	chr11	-	4703903	4703989	4701967	4702220	4704156	4704344	16286	13	145	79	216	97	49	8.29211632025e-07	0.000280628908038	0.043	0.156	-0.113
17038	"XLOC_055167"	"MFHAS1"	chr8	+	35671721	35671831	35664667	35664794	35676729	35679477	17038	13	1	17	54	97	49	1.39020832479e-06	0.00045426255468	0.868	0.137	0.731
1055	"XLOC_047004"	"ZFML"	chr6	+	83956693	83956762	83954710	83954761	83957508	83957592	1055	1	9	92	16	97	49	1.73787753532e-06	0.000531229920151	0.053	0.744	-0.691
16287	"XLOC_008931"	"UQCR10"	chr11	-	4703903	4704016	4701981	4702220	4704156	4704344	16287	5	145	49	216	97	49	1.69005352035e-06	0.000531229920151	0.017	0.103	-0.086
342	"XLOC_028128"	"CPSF7"	chr19	+	10532130	10532334	10531780	10531999	10532819	10532923	342	21	0	26	30	97	49	1.9435566706e-06	0.000575535719081	1.0	0.304	0.696
21408	"XLOC_059596"	"CSK"	chr9	-	57629703	57629920	57629259	57629353	57630167	57630331	21408	6	132	0	1253	97	49	2.88359071077e-06	0.000828027441674	0.022	0.0	0.022
345	"XLOC_028128"	"CPSF7"	chr19	+	10532257	10532334	10531780	10531999	10532819	10532923	345	12	0	11	30	97	49	3.50118497072e-06	0.000975800846545	1.0	0.156	0.844
15581	"XLOC_035867"	"CTSS"	chr3	+	95529433	95529560	95526785	95526925	95538720	95538843	15581	422	5	4485	0	97	49	3.8019855223e-06	0.00102936042312	0.977	1.0	-0.023
14133	"XLOC_052267"	"EGLN2"	chr7	-	27170079	27170124	27168138	27168804	27172636	27172767	14133	7	27	0	262	93	49	3.99718948074e-06	0.00105214909776	0.12	0.0	0.12
7703	"XLOC_002274"	"PRRC2C"	chr1	-	162674102	162674151	162671784	162673656	162675604	162675841	7703	12	5	9	60	97	49	5.52394185871e-06	0.00141472629873	0.548	0.07	0.478
17478	"XLOC_046525"	"CALU"	chr6	+	29361559	29361753	29361293	29361487	29366039	29366206	17478	14	8	42	204	97	49	6.0002294795e-06	0.00149626775126	0.469	0.094	0.375
13974	"XLOC_010179"	"ACLY"	chr11	-	100492801	100492851	100492504	100492615	100493536	100493618	13974	2	97	0	695	97	49	1.23357509249e-05	0.00299727117344	0.01	0.0	0.01
13856	"XLOC_028129"	"CYB561A3"	chr19	+	10578972	10579074	10577156	10578083	10580462	10580562	13856	72	69	638	272	97	49	1.28035847538e-05	0.00301171468729	0.345	0.542	-0.197
21354	"XLOC_057009"	"EGLN1"	chr8	-	124914016	124914153	124911740	124911808	124915660	124915780	21354	24	6	139	0	97	49	1.30308465786e-05	0.00301171468729	0.669	1.0	-0.331
19231	"XLOC_018134"	"HMBOX1"	chr14	-	64822053	64823698	64816944	64817136	64825600	64825692	19231	7	2	0	19	97	49	1.67370930545e-05	0.00377620699487	0.639	0.0	0.639
11229	"XLOC_030428"	"MARCH7"	chr2	+	60245211	60245260	60243556	60243670	60247889	60248385	11229	52	0	187	46	97	49	1.85945770648e-05	0.00409772586665	1.0	0.673	0.327
260	"XLOC_017964"	"SUPT16"	chr14	-	52224519	52224550	52222481	52222619	52224625	52224709	260	8	42	0	156	79	49	1.99309268391e-05	0.00429239688017	0.106	0.0	0.106
2017	"XLOC_018144"	"PTK2B"	chr14	-	66163024	66163150	66158530	66158677	66165263	66165406	2017	4	1	1	62	97	49	2.30905866541e-05	0.00486236442521	0.669	0.008	0.661
13611	"XLOC_030195"	"PRRC2B"	chr2	+	32212886	32214947	32212074	32212291	32216045	32216233	13611	59	9	179	113	97	49	2.46868044482e-05	0.00508548171633	0.768	0.445	0.323
11204	"XLOC_051747"	"LSP1"	chr7	+	142490344	142490422	142489899	142490034	142490558	142490665	11204	385	5	5892	5	97	49	2.81426061042e-05	0.00517792200125	0.975	0.998	-0.023
131	"XLOC_032435"	"TRUB2"	chr2	-	29783311	29783373	29782119	29782201	29784952	29785027	131	16	5	122	0	97	49	2.89329444711e-05	0.00517792200125	0.618	1.0	-0.382
16662	"XLOC_002467"	"TFB2M"	chr1	-	179532064	179532127	179531303	179531464	179533632	179533722	16662	0	5	47	4	97	49	2.8960517736e-05	0.00517792200125	0.0	0.856	-0.856
16743	"XLOC_028632"	"SIPA1"	chr19	-	5661595	5661623	5660313	5661111	5662587	5662841	16743	73	0	125	23	76	49	2.60984692927e-05	0.00517792200125	1.0	0.778	0.222
18636	"XLOC_019831"	"PABPC1"	chr15	-	36793478	36793675	36790683	36790988	36794144	36794538	18636	186	1	2253	0	97	49	2.7754019719e-05	0.00517792200125	0.989	1.0	-0.011
20136	"XLOC_008798"	"METTL23"	chr11	+	116845762	116845945	116843514	116843774	116848253	116848358	20136	15	34	11	161	97	49	2.68742602428e-05	0.00517792200125	0.182	0.033	0.149
7625	"XLOC_021714"	"CD47"	chr16	+	49908053	49908078	49906780	49906812	49910868	49912820	7625	46	144	97	729	73	49	2.80031125688e-05	0.00517792200125	0.177	0.082	0.095
15583	"XLOC_035867"	"CTSS"	chr3	+	95529439	95529560	95526777	95526925	95538720	95538843	15583	382	5	4100	0	97	49	3.12790861122e-05	0.00524525162842	0.975	1.0	-0.025
15584	"XLOC_035867"	"CTSS"	chr3	+	95529437	95529560	95526777	95526925	95538720	95538843	15584	381	5	4101	0	97	49	3.15374743628e-05	0.00524525162842	0.975	1.0	-0.025
1691	"XLOC_045181"	"GM22214"	chr5	-	136168363	136168474	136161486	136161724	136170537	136170656	1691	5	0	0	16	97	49	3.1551218111e-05	0.00524525162842	1.0	0.0	1.0
19157	"XLOC_012874"	"ABPARTS"	chr12	-	113418739	113418834	113416042	113416324	113429084	113429127	19157	6	27	297	245	97	49	3.10029580484e-05	0.00524525162842	0.101	0.38	-0.279
16748	"XLOC_028632"	"SIPA1"	chr19	-	5661595	5661658	5660313	5661111	5662587	5662841	16748	96	0	173	23	97	49	3.2599330234e-05	0.00532605609133	1.0	0.792	0.208
5618	"XLOC_005544"	"HNRNPH3"	chr10	-	63018759	63018898	63018085	63018225	63019392	63019527	5618	8	9	35	1	97	49	3.59312055026e-05	0.00577091700581	0.31	0.946	-0.636
3071	"XLOC_028869"	"1110059E24RIK"	chr19	-	21619108	21619215	21598324	21598868	21652606	21652917	3071	48	6	219	0	97	49	3.89577984402e-05	0.00615273496699	0.802	1.0	-0.198
8583	"XLOC_001110"	"SLAMF6"	chr1	+	171942563	171943263	171941624	171941696	171947998	171948075	8583	8	17	2	89	97	49	4.15227511449e-05	0.00645032114507	0.192	0.011	0.181
11502	"XLOC_032052"	"GNAS"	chr2	+	174336746	174336791	174334211	174334284	174341652	174341707	11502	108	42	548	456	93	49	4.39180233686e-05	0.00649281440779	0.575	0.388	0.187
15735	"XLOC_007956"	"TRP53"	chr11	+	69581053	69581465	69580358	69580515	69586890	69586973	15735	6	23	0	155	97	49	4.32952350602e-05	0.00649281440779	0.116	0.0	0.116
18635	"XLOC_019831"	"PABPC1"	chr15	-	36793478	36793678	36790683	36790988	36794144	36794538	18635	163	1	2185	0	97	49	4.38474617871e-05	0.00649281440779	0.988	1.0	-0.012
735	"XLOC_053705"	"CORO1A"	chr7	-	126704427	126704482	126702979	126703174	126704651	126704754	735	22	75	40	485	97	49	4.45370342451e-05	0.00649281440779	0.129	0.04	0.089
13174	"XLOC_019418"	"APOBEC3"	chr15	+	79900502	79900569	79898110	79898225	79905443	79905600	13174	14	82	20	588	97	49	4.84430806181e-05	0.00677738407862	0.079	0.017	0.062
1693	"XLOC_045181"	"GM22214"	chr5	-	136167824	136168474	136161486	136161724	136170537	136170656	1693	9	0	4	16	97	49	4.93498840676e-05	0.00677738407862	1.0	0.112	0.888
21100	"XLOC_023803"	"VARS"	chr17	+	35012929	35013035	35012751	35012820	35013121	35013192	21100	338	0	1474	50	97	49	4.83870684296e-05	0.00677738407862	1.0	0.937	0.063
936	"XLOC_009987"	"LUC7L3"	chr11	-	94294251	94294373	94293084	94293278	94295919	94296077	936	7	41	0	320	97	49	4.89030966635e-05	0.00677738407862	0.079	0.0	0.079
14622	"XLOC_021509"	"EIF4A2"	chr16	+	23112350	23112461	23111816	23111896	23113166	23114132	14622	212	42	765	305	97	49	5.39973942042e-05	0.00730970439256	0.718	0.559	0.159
14136	"XLOC_052267"	"EGLN2"	chr7	-	27170079	27170122	27168138	27168804	27172636	27172767	14136	6	27	2	262	91	49	5.71533577741e-05	0.00731871916578	0.107	0.004	0.103
15916	"XLOC_015383"	"SLC30A5"	chr13	-	100809083	100809279	100806533	100806760	100811305	100811435	15916	183	1	2592	1	97	49	5.54604743689e-05	0.00731871916578	0.989	0.999	-0.01
21196	"XLOC_010094"	"MED24"	chr11	-	98717708	98717765	98716413	98716525	98717909	98718142	21196	7	12	0	44	97	49	5.68599044882e-05	0.00731871916578	0.228	0.0	0.228
8978	"XLOC_024835"	"STK38"	chr17	-	28979719	28980522	28979202	28979305	28982031	28984200	8978	7	40	0	221	97	49	5.62822184244e-05	0.00731871916578	0.081	0.0	0.081
4457	"XLOC_010293"	"CD79B"	chr11	-	106312632	106312941	106312321	106312440	106313660	106313711	4457	2623	17	13766	32	97	49	5.95766555043e-05	0.00752731183412	0.987	0.995	-0.008
13401	"XLOC_029076"	"CUEDC2"	chr19	-	46338312	46338411	46332617	46332701	46338568	46338665	13401	2	10	20	3	97	49	6.39812114206e-05	0.00780624805593	0.092	0.771	-0.679
13403	"XLOC_029076"	"CUEDC2"	chr19	-	46338312	46338420	46332617	46332701	46338568	46338674	13403	2	10	20	3	97	49	6.39812114206e-05	0.00780624805593	0.092	0.771	-0.679
20165	"XLOC_017293"	"ELF1"	chr14	+	79565461	79565572	79560746	79560927	79567149	79567314	20165	150	7	618	0	97	49	6.42557353696e-05	0.00780624805593	0.915	1.0	-0.085
19384	"XLOC_010180"	"DNAJC7"	chr11	-	100589678	100589778	100584981	100585055	100589897	100589989	19384	21	74	29	378	97	49	6.74924915737e-05	0.0080956816475	0.125	0.037	0.088
2810	"XLOC_039556"	"TMEM234"	chr4	+	129601869	129601961	129600982	129601134	129602221	129602261	2810	9	9	24	0	97	49	6.9433014341e-05	0.00822434054869	0.336	1.0	-0.664
11682	"XLOC_044866"	"GIT2"	chr5	-	114737346	114737437	114733860	114733943	114739032	114739281	11682	15	26	45	363	97	49	7.08462821011e-05	0.00828814036037	0.226	0.059	0.167
15247	"XLOC_005399"	"E130307A14RIK"	chr10	-	39655839	39655929	39654521	39654688	39681472	39681549	15247	2	7	15	0	97	49	7.31558186503e-05	0.00835210286181	0.126	1.0	-0.874
19233	"XLOC_043270"	"USO1"	chr5	+	92198335	92198434	92195347	92195434	92199816	92199924	19233	10	9	116	10	97	49	7.310379495e-05	0.00835210286181	0.36	0.854	-0.494
1250	"XLOC_028405"	"ZDHHC16"	chr19	+	41939856	41939904	41939599	41939733	41940649	41940735	1250	11	4	16	66	96	49	7.64174793133e-05	0.00862061945206	0.584	0.11	0.474
16907	"XLOC_011995"	"ZFP839"	chr12	+	110860795	110861023	110854999	110855872	110863963	110864056	16907	8	2	0	12	97	49	7.97465763602e-05	0.00864117870597	0.669	0.0	0.669
2198	"XLOC_032541"	"GGTA1"	chr2	-	35414218	35414284	35413325	35413427	35416471	35416507	2198	5	6	131	8	97	49	8.02473328541e-05	0.00864117870597	0.296	0.892	-0.596
2292	"XLOC_028584"	"ADRBK1"	chr19	-	4288411	4288507	4287822	4287985	4288591	4288658	2292	601	5	3370	0	97	49	7.97755235057e-05	0.00864117870597	0.984	1.0	-0.016
6999	"XLOC_007667"	"CLK4"	chr11	+	51270536	51270595	51267170	51267331	51271799	51273168	6999	22	16	22	79	97	49	7.8106445188e-05	0.00864117870597	0.41	0.123	0.287
4883	"XLOC_019378"	"NCF4"	chr15	+	78259942	78260091	78255930	78256029	78260623	78260769	4883	14	132	5	339	97	49	8.26552013505e-05	0.00880045716851	0.051	0.007	0.044
11463	"XLOC_037389"	"SRSF11"	chr3	-	158023242	158024231	158022840	158022950	158026724	158026858	11463	9	23	17	328	97	49	8.83459937042e-05	0.00914073086732	0.165	0.026	0.139
13406	"XLOC_029076"	"CUEDC2"	chr19	-	46338312	46338430	46332617	46332701	46338568	46338673	13406	2	10	19	3	97	49	8.85024327426e-05	0.00914073086732	0.092	0.762	-0.67
16755	"XLOC_028632"	"SIPA1"	chr19	-	5661595	5661626	5660313	5661111	5662587	5662841	16755	83	0	171	23	79	49	9.16388172642e-05	0.00914073086732	1.0	0.822	0.178
17212	"XLOC_021459"	"B3GNT5"	chr16	+	19765389	19765621	19765107	19765214	19768743	19772871	17212	23	8	14	34	97	49	9.13030318173e-05	0.00914073086732	0.592	0.172	0.42
343	"XLOC_028128"	"CPSF7"	chr19	+	10532260	10532334	10531780	10531999	10532819	10532923	343	13	0	24	30	97	49	9.06856519653e-05	0.00914073086732	1.0	0.288	0.712
5387	"XLOC_020146"	"SHARPIN"	chr15	-	76350054	76350229	76348300	76348435	76350480	76351176	5387	82	13	445	13	97	49	8.9039365325e-05	0.00914073086732	0.761	0.945	-0.184
11106	"XLOC_044374"	"ARAP2"	chr5	-	62641327	62641396	62638961	62639036	62642794	62642942	11106	2	18	34	24	97	49	9.73999696977e-05	0.00961418867558	0.053	0.417	-0.364
10214	"XLOC_008896"	"SFI1"	chr11	-	3143694	3143790	3143259	3143336	3144216	3144292	10214	1	13	14	5	97	49	0.000113338194255	0.0110720899872	0.037	0.586	-0.549
13502	"XLOC_021316"	"MGRN1"	chr16	+	4926308	4926374	4924422	4924532	4927674	4927901	13502	62	20	137	126	97	49	0.00012768839795	0.0119799530592	0.61	0.355	0.255
17334	"XLOC_009504"	"NCOR1"	chr11	-	62340407	62340629	62338858	62339065	62342996	62343351	17334	7	3	164	0	97	49	0.000126667258692	0.0119799530592	0.541	1.0	-0.459
19619	"XLOC_007351"	"IKZF1"	chr11	+	11740949	11741009	11707784	11707904	11754006	11754174	19619	6	9	3	92	97	49	0.000125656349656	0.0119799530592	0.252	0.016	0.236
8335	"XLOC_008030"	"ATP2A3"	chr11	+	72989474	72989560	72988969	72989087	72991688	72993043	8335	156	125	290	401	97	49	0.000127471113275	0.0119799530592	0.387	0.268	0.119
14621	"XLOC_021509"	"EIF4A2"	chr16	+	23112350	23112457	23111816	23111896	23113166	23114132	14621	177	42	653	305	97	49	0.000134173691757	0.012244554661	0.68	0.52	0.16
17985	"XLOC_043998"	"PAN3"	chr5	+	147503084	147503202	147488110	147488258	147519504	147519752	17985	10	14	62	12	97	49	0.00013220162168	0.012244554661	0.265	0.723	-0.458
4923	"XLOC_000936"	"ARPC5"	chr1	+	152771363	152771540	152768498	152768933	152774259	152774395	4923	302	2	2699	1	97	49	0.000134385150353	0.012244554661	0.987	0.999	-0.012
9784	"XLOC_007649"	"HNRNPH1"	chr11	+	50381458	50381597	50379820	50379964	50382536	50382715	9784	66	26	354	46	97	49	0.000144291103201	0.0130219285136	0.562	0.795	-0.233
10757	"XLOC_042979"	"ADD1"	chr5	+	34620831	34620918	34620044	34620134	34625278	34625435	10757	36	25	95	196	97	49	0.000151223988235	0.0135188538916	0.421	0.197	0.224
17772	"XLOC_028150"	NA	chr19	+	11493094	11493228	11492035	11492135	11502158	11502279	17772	19	48	163	141	97	49	0.000160332436924	0.0141991604887	0.167	0.369	-0.202
11034	"XLOC_015210"	"BC018507"	chr13	-	70619572	70619642	70618984	70619061	70620657	70620769	11034	6	6	0	26	97	49	0.000176716981913	0.0150106762772	0.336	0.0	0.336
15736	"XLOC_007956"	"TRP53"	chr11	+	69581053	69581155	69580358	69580515	69586890	69586973	15736	6	23	2	155	97	49	0.000175081462025	0.0150106762772	0.116	0.006	0.11
19627	"XLOC_007351"	"IKZF1"	chr11	+	11748314	11748571	11707903	11707904	11754006	11754174	19627	31	9	75	92	97	49	0.000173436178271	0.0150106762772	0.635	0.292	0.343
3095	"XLOC_021733"	"SENP7"	chr16	+	56184760	56184829	56184146	56184190	56186058	56186209	3095	15	4	119	0	97	49	0.000179000255311	0.0150106762772	0.654	1.0	-0.346
5689	"XLOC_036702"	"D930015E06RIK"	chr3	-	84034594	84034624	84031608	84031652	84039314	84039385	5689	0	137	18	192	78	49	0.000178400041712	0.0150106762772	0.0	0.056	-0.056
9656	"XLOC_043382"	"LRRC8C"	chr5	+	105522629	105522751	105519387	105519630	105544199	105544270	9656	0	14	27	28	97	49	0.000178929848136	0.0150106762772	0.0	0.328	-0.328
16750	"XLOC_028632"	"SIPA1"	chr19	-	5662587	5662841	5660313	5661111	5663603	5663707	16750	19	11	58	3	97	49	0.00018085373862	0.0150330704137	0.466	0.907	-0.441
12	"XLOC_007612"	"MGAT1"	chr11	+	49249046	49249209	49247476	49247531	49251549	49251674	12	8	17	0	37	97	49	0.000184246989736	0.0151819519542	0.192	0.0	0.192
7652	"XLOC_020054"	"FAM49B"	chr15	-	63956599	63956682	63950005	63950127	63970929	63970968	7652	61	0	139	23	97	49	0.000199601077252	0.0163053431728	1.0	0.753	0.247
10022	"XLOC_020132"	"SCRIB"	chr15	-	76049456	76049540	76049202	76049301	76050049	76050112	10022	4	30	30	32	97	49	0.000203623170309	0.0164917364261	0.063	0.321	-0.258
18789	"XLOC_028162"	"PATL1"	chr19	+	11921920	11921994	11921368	11921563	11922466	11922568	18789	3	0	0	25	97	49	0.00020578047529	0.0165252185072	1.0	0.0	1.0
14804	"XLOC_051523"	"UBFD1"	chr7	+	122073415	122073466	122071909	122072015	122076107	122077632	14804	1	67	40	208	97	49	0.00021121521749	0.0168191210163	0.007	0.089	-0.082
13159	"XLOC_019418"	"APOBEC3"	chr15	+	79900531	79900569	79898110	79898225	79905443	79905600	13159	12	82	18	588	86	49	0.000221631560938	0.0175015055954	0.077	0.017	0.06
7457	"XLOC_016425"	"3830406C13RIK"	chr14	+	12299721	12299782	12297581	12297656	12301147	12301488	7457	3	15	19	7	97	49	0.000227537892841	0.0178194138228	0.092	0.578	-0.486
19683	"XLOC_041544"	"NECAP2"	chr4	-	141071580	141071695	141070055	141070233	141072528	141072637	19683	15	53	75	82	97	49	0.000232588407926	0.0180656373238	0.125	0.316	-0.191
7071	"XLOC_029116"	"SMNDC1"	chr19	-	53386372	53386556	53384453	53384596	53389302	53389422	7071	8	14	11	163	97	49	0.000238702549253	0.0183897996481	0.224	0.033	0.191
1806	"XLOC_020523"	"RACGAP1"	chr15	-	99643392	99643523	99642882	99642971	99651506	99651656	1806	5	4	0	25	97	49	0.00024353720937	0.0186109564193	0.387	0.0	0.387
3648	"XLOC_022130"	"ALG3"	chr16	-	20608485	20608646	20607763	20607884	20608741	20608889	3648	1	3	41	0	97	49	0.000254966290855	0.0193284845771	0.144	1.0	-0.856
3273	"XLOC_056223"	"DCTN6"	chr8	-	34098918	34099101	34097188	34097294	34106341	34106406	3273	2	12	13	3	97	49	0.000260354827086	0.0195803360434	0.078	0.686	-0.608
11913	"XLOC_004483"	"PTBP1"	chr10	+	79860116	79860195	79859780	79859955	79860823	79860969	11913	37	48	82	272	97	49	0.000263901424595	0.0196907866099	0.28	0.132	0.148
11680	"XLOC_044866"	"GIT2"	chr5	-	114737347	114737437	114733860	114733943	114739032	114739281	11680	32	26	160	363	97	49	0.000272856888952	0.0201999365602	0.383	0.182	0.201
3780	"XLOC_039668"	"HNRNPR"	chr4	+	136314089	136314255	136311534	136311747	136316360	136316479	3780	18	0	38	25	97	49	0.000279454131214	0.0205279639332	1.0	0.434	0.566
19156	"XLOC_012874"	"ABPARTS"	chr12	-	113418739	113418834	113416042	113416324	113420928	113421261	19156	3	7	312	59	97	49	0.000290417011223	0.0211691661411	0.178	0.728	-0.55
9827	"XLOC_043838"	"FIS1"	chr5	+	136964211	136964395	136962998	136963131	136965092	136965169	9827	2	90	4	904	97	49	0.000299274980929	0.0216483184678	0.011	0.002	0.009
12916	"XLOC_053937"	"NAP1L4"	chr7	-	143518849	143518885	143513460	143514637	143520383	143520440	12916	29	46	49	223	84	49	0.000303188794313	0.021765280416	0.269	0.114	0.155
16771	"XLOC_051755"	"TSPAN32"	chr7	+	143014958	143015060	143011033	143011108	143015580	143015667	16771	64	0	150	22	97	49	0.000317318961677	0.0224396603049	1.0	0.775	0.225
4630	"XLOC_018085"	"PHF11B"	chr14	-	59338620	59338742	59331189	59331297	59341272	59341330	4630	22	10	179	13	97	49	0.000316415189066	0.0224396603049	0.526	0.874	-0.348
3009	"XLOC_023812"	"ABHD16A"	chr17	+	35091818	35092007	35091570	35091657	35094250	35094336	3009	4	1	0	18	97	49	0.000323601027655	0.0227143950967	0.669	0.0	0.669
19618	"XLOC_007351"	"IKZF1"	chr11	+	11740949	11741009	11707784	11707904	11748310	11748571	19618	10	78	7	350	97	49	0.000335821634622	0.0233988662476	0.061	0.01	0.051
6255	"XLOC_036619"	"CCNL1"	chr3	-	65952736	65955276	65951433	65951554	65956852	65956962	6255	2	10	48	18	97	49	0.000349359524165	0.0241644587663	0.092	0.574	-0.482
15823	"XLOC_007500"	"FBXW11"	chr11	+	32708187	32708250	32652747	32652904	32711771	32711997	15823	1	4	30	1	97	49	0.000366965779238	0.0244777662195	0.112	0.938	-0.826
3069	"XLOC_028869"	"1110059E24RIK"	chr19	-	21630509	21630796	21619108	21619215	21652606	21652610	3069	0	7	6	0	97	49	0.000364985195231	0.0244777662195	0.0	1.0	-1.0
3440	"XLOC_005382"	"NT5DC1"	chr10	-	34398113	34398195	34324287	34324462	34399737	34399817	3440	4	5	62	3	97	49	0.000363881697622	0.0244777662195	0.288	0.913	-0.625
4106	"XLOC_023824"	"DDX39B"	chr17	+	35442266	35442551	35439908	35440184	35442966	35442999	4106	17	29	194	104	97	49	0.00036234605483	0.0244777662195	0.228	0.485	-0.257
666	"XLOC_052539"	"CD37"	chr7	-	45238693	45238753	45238499	45238572	45238959	45239084	666	12	15	13	96	97	49	0.000369387987483	0.0244777662195	0.288	0.064	0.224
